NO,課程碼,主開課程碼,開課單位,科目名稱,學分,選別,期次,授課教師/專長,授課語言,週別,星期,節次,教室,週別,星期,節次,教室,週別,星期,節次,教室,是否開放大四生上修,備註,可選課年級／分發優先順序,課程人數／屬性資料,通識領域／學群,是否開放選課條,大綱
883,DK19031253,G1M6131253,對外華教學程,華語語用 Mandarin Pragmatics,3.00,選,學期,李子瑄 專長： 漢語語言學、語言與文化、句法學、漢語語法、語用學、跨文化溝通,中英文,全,三(Wed),D3-DN,FG402,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 20 外系： 20 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
884,DK19031740,,對外華教學程,華語文教學實習(二) Mandrian & Chinese Student Teaching(II),2.00,選,學期,李子瑄 專長： 漢語語言學、語言與文化、句法學、漢語語法、語用學、跨文化溝通,中英文,,,-,不需要教室,,,,,,,,,否,僅供教育部海外華師甄選,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 10 外系： 10 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
885,DK28011885,D740311885,雲端服務學程,自然語言處理 Natural Language Processing 英-專業 程,3.00,選,學期,王冠云 專長： 教育科技、AI應用、人機互動、計算語言學、數位轉型、電腦視覺,全英文,全,五(Fri),D2-D4,BS440,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
886,DK28024498,D740324498,雲端服務學程,巨量資料概論 Introduction to Big Data,3.00,選,學期,林湘霖 專長： 決策科學、多變量分析、資料探勘、企業資源規劃、數位學習、區塊鏈應用,中文,全,一(Mon),D2-D4,ES401,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
887,DK28035552,D740335552,雲端服務學程,空間資訊管理 Geo-Spatial Information Management 英-專業,3.00,選,學期,林雅文 專長： 網路經濟、專案管理、空間資訊科學,全英文,全,二(Tue),DN-D6,LE402,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
888,DK44021302,DSG0021302,科技新創學程,設計思考與創新 Design Thinking and Innovation,2.00,選,學期,盧介華 專長： 品牌管理、創意創新、故事行銷、綠色行銷,中文,全,一(Mon),D5-D6,ES308,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 25 外系： 25 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
889,DK44030230,DSG0030230,科技新創學程,創新科技的智財專利概論 Introduction of intellectual property rights and patents for innovative technologies,2.00,選,學期,陳衍華 專長： 資訊系統分析設計與開發、數位與遊戲式學習、智慧財產權,中文,全,一(Mon),D7-D8,SF131,,,,,,,,,否,,最低年級： 一年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 30 外系： 30 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
890,DK54001016,G746101016,AI微程,人工智慧 Artificial Intelligence 程,3.00,選,學期,呂奇傑 專長： 資料探勘、機器學習、時間序列資料分析、 醫療資訊、品質管理,中文,全,二(Tue),D5-D7,LW210,,,,,,,,,否,人工智慧學群5選3必修,最低年級： 二年級 最高年級： 六年級 分發優先順序： 4全校高年級學生優先,開放： 10 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
891,DK54024498,D740324498,AI微程,巨量資料概論 Introduction to Big Data,3.00,選,學期,林湘霖 專長： 決策科學、多變量分析、資料探勘、企業資源規劃、數位學習、區塊鏈應用,中文,全,一(Mon),D2-D4,ES401,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
892,DK54032134,G746132134,AI微程,深度學習導論與應用 Deep Learning and its Applications 程,3.00,選,學期,呂奇傑 專長： 資料探勘、機器學習、時間序列資料分析、 醫療資訊、品質管理,中文,全,四(Thu),D5-D7,LW210,,,,,,,,,否,人工智慧學群5選3必修,最低年級： 二年級 最高年級： 六年級 分發優先順序： 4全校高年級學生優先,開放： 10 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
893,DK80016693,DV10116693,專業英語微程,商務溝通:口語溝通技巧 Business Communication: Oral Communication Skills 英-語言 網,2.00,選,學期,樂麗琪 專長： 語言學、英文教材教法,全英文,全,四(Thu),D7-D8,教室未定,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至課程大綱和TronClass查詢,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
894,DK80017984,DV10117984,專業英語微程,英文商業書信 Business letter writing 英-語言 網,2.00,選,學期,姚凱元 專長： 英文,全英文,全,五(Fri),E1-E2,教室未定,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至課程大綱和TronClass查詢,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
895,DK80034885,DV10134885,專業英語微程,醫學英文 Medical English,2.00,選,學期,魏亦淳 專長： 自主學習理論、網路混合式學習、聽力策略、教學實務研究,中英文,全,五(Fri),D3-D4,MD304,,,,,,,,,否,醫學院教室上課,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
896,DK80035707,DV10135707,專業英語微程,英文閱讀(一)︰解析美國文化 Reading (I): Reading American Culture 英-語言 網,2.00,選,學期,陳奏賢 專長： 英文寫作,全英文,全,三(Wed),E1-E2,教室未定,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至課程大綱和TronClass查詢,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
897,DK80035708,DV10135708,專業英語微程,英文寫作(二)：專題寫作 Writing (II)： Project Report 英-語言 網,2.00,選,學期,吳娟 專長： 英語教學、英語遠距教學及線上教材製作、英語課程規劃,全英文,全,三(Wed),D7-D8,ES509,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至TronClass、AIEDL網站查詢：http://www.etweb.fju.edu.tw/elite/PreRegistration/course_list2.asp?year2=114&semester=2,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
898,DK80035709,DV10135709,專業英語微程,商務聽力與會話 Business Listening and Conversation 英-語言 網,2.00,選,學期,許書銘 專長： 當代藝術史、當代畫像與精神分析、美國文學非裔作家小說、現代主義詩歌,全英文,全,二(Tue),E1-E2,教室未定,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至課程大綱和TronClass查詢,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
899,DK80035710,DV10135710,專業英語微程,主題式多益閱讀與文法 Thematic TOEIC Reading & Grammar 網,2.00,選,學期,齊國斌 專長： 英語會話,中英文,全,二(Tue),D5-D6,ES817,,,,,,,,,否,,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
900,DK80035712,DV10135712,專業英語微程,職場英文：溝通語境及策略 Workplace English: Communication Contexts and Strategies 英-語言 網,2.00,選,學期,林政憲 專長： 閱讀與字彙、英文學術寫作、雅思考試準備、商務英語簡報,全英文,全,二(Tue),E1-E2,教室未定,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至課程大綱和TronClass查詢,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
901,DK80035981,DV10135981,專業英語微程,英文閱讀(三)︰文化與科技 Reading (III): Culture and Technology 英-語言 網,2.00,選,學期,李桂芬 專長： 語測口說與寫作,全英文,全,四(Thu),E1-E2,教室未定,,,,,,,,,否,上課前請先查詢教室及實體上課時間，請至課程大綱和TronClass查詢,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
902,DK80036675,DV10136675,專業英語微程,經濟學英文 English in Economics 英-專業,2.00,選,學期,黃智榮 專長： 資訊管理、追溯系统、在線反饋信息、社交媒體 、消費者行為,全英文,全,五(Fri),D5-D6,LM104,,,,,,,,,否,,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
903,DK80036676,DV10136676,專業英語微程,永續議題英文(II) English for Issues in Sustainable Development (II) 英-語言,2.00,選,學期,楊意安 專長： 英文閱讀寫作、後殖民小說與理論、離散文學、當代小說,全英文,全,二(Tue),D3-D4,LA211,,,,,,,,,否,,最低年級： 二年級 最高年級： 七年級 分發優先順序： 4全校高年級學生優先,開放： 5 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
904,DK96036133,D200336133,文創實務微程,跨文化商務溝通實務 Techniques of Intercultural Business Communication 英-專業,2.00,選,學期,吳穎錫 專長： 美國社會、拉美區域整合、中國與拉美、歐盟研究,全英文,全,一(Mon),D8-E0,FG208,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 10 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
905,DK96036536,D200136536,文創實務微程,數位行銷與教學專題(二) Projects on Digital Marketing and Mobile Learning II,3.00,選,學期,劉紀雯 專長： 當代加拿大與台灣後現代都市電影、當代加拿大後殖民文學,中英文,,,-,不需要教室,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 10 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
906,DNTD800477,,醫學類,體重控制與健康 Body Weight Control and Health,2.00,通,學期,簡辰霖 專長： 胸腔復健、運動醫學與體適能、女性健康,中文,全,一(Mon),D5-D6,MD303,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
907,DNTD800502,,醫學類,藥物濫用 Drug Abuse,2.00,通,學期,田履黛 專長： 藥理學、毒理學、藥物濫用,中文,全,一(Mon),D7-D8,MD169,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
908,DNTD800578,,醫學類,常用藥物概論 Introduction to Drugs,2.00,通,學期,吳文彬 專長： 藥理、心血管藥理學、細胞訊息傳遞、細胞生物學、藥物開發、天然物活性評估,中文,全,一(Mon),D3-D4,ES217,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 110 外系： 110 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
909,DNTD800579,,醫學類,醫學發展對倫理的影響 Ethical Implications of Advances in Medicine 英-專業,2.00,通,學期,司馬忠 專長： 科學與宗教、生命倫理、分子生物學,全英文,全,一(Mon),D3-D4,ES409,,,,,,,,,否,已修過「醫學發展對倫理的影響」者，請勿重複修讀本課程。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 35 外系： 35 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
910,DNTD800745,,醫學類,化妝品科學與應用 Cosmetic Science,2.00,通,學期,洪啓峯 專長： 藥理學、生理學、化妝品科學,中文,全,五(Fri),D5-D6,ES517,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 140 外系： 140 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
911,DNTD800961A,,醫學類,健康醫學與生活 Health Sciences and Life,2.00,通,學期,王啟仲 專長： 癌症生物學、分子生物學、細胞生物學、生物技術（基因轉錄調控）,中英文,全,二(Tue),D5-D6,ES105,,,,,,,,,否,由王啟仲、林盈宏、林維寧、王亮傑、劉羽芩五位老師合授/原科目名稱:健康醫學概論，已修過者，請勿重覆修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
912,DNTD800961B,,醫學類,健康醫學與生活 Health Sciences and Life,2.00,通,學期,林盈宏 專長： 分子生物、細胞生物、生殖生理、男性生殖障礙,中英文,全,二(Tue),D5-D6,ES107,,,,,,,,,否,由王啟仲、林盈宏、林維寧、王亮傑、劉羽岑五位老師合授/原科目名稱:健康醫學概論，已修過者，請勿重覆修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
913,DNTD800961C,,醫學類,健康醫學與生活 Health Sciences and Life,2.00,通,學期,林維寧 專長： 細胞訊息傳遞、發炎反應機轉研究、肺部疾病機轉研究、脂肪增生機轉研究,中英文,全,二(Tue),D5-D6,ES304,,,,,,,,,否,由王啟仲、林盈宏、林維寧、王亮傑、劉羽岑五位老師合授/原科目名稱:健康醫學概論，已修過者，請勿重覆修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
914,DNTD800961D,,醫學類,健康醫學與生活 Health Sciences and Life,2.00,通,學期,王亮傑 專長： 幹細胞生物學、人類胎盤細胞分化的機制、子癇前症致病的機轉,中文,全,二(Tue),D5-D6,ES308,,,,,,,,,否,由王啟仲、林盈宏、林維寧、王亮傑、劉羽岑五位老師合授/原科目名稱:健康醫學概論，已修過者，請勿重覆修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
915,DNTD804133A,,醫學類,健康與生活 Health and Life,2.00,通,學期,簡辰霖 專長： 胸腔復健、運動醫學與體適能、女性健康,中文,全,一(Mon),D7-D8,MD303,,,,,,,,,否,由簡辰霖、林昭成、辜韋智、吳宜娜、劉羽岑五位老師合授/原科目名稱:健康促進概論，已修過者，請勿重複修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
916,DNTD804133B,,醫學類,健康與生活 Health and Life,2.00,通,學期,林昭成 專長： 保健營養、生物化學、化療藥物作用機轉,中文,全,一(Mon),D7-D8,MD304,,,,,,,,,否,由簡辰霖、林昭成、辜韋智、吳宜娜、劉羽岑五位老師合授/原科目名稱:健康促進概論，已修過者，請勿重複修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
917,DNTD804133C,,醫學類,健康與生活 Health and Life,2.00,通,學期,辜韋智 專長： 生物化學、細胞生物學、遺傳學、分析化學,中文,全,一(Mon),D7-D8,MD203,,,,,,,,,否,由簡辰霖、林昭成、辜韋智、吳宜娜、劉羽岑五位老師合授/原科目名稱:健康促進概論，已修過者，請勿重複修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
918,DNTD804133D,,醫學類,健康與生活 Health and Life,2.00,通,學期,吳宜娜 專長： 生殖醫學、男性功能障礙、下泌尿道生理學、泌尿實驗動物學,中文,全,一(Mon),D7-D8,MD212,,,,,,,,,否,由簡辰霖、林昭成、辜韋智、吳宜娜、劉羽岑五位老師合授/原科目名稱:健康促進概論，已修過者，請勿重複修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
919,DNTD810504A,,醫學類,當代生物醫學課題 Current Topics in Biomedical Science,2.00,通,學期,盧志峰 專長： 醫學之生化及分子生物、生物學之生化及分子生物、醫學之分子遺傳,中英文,全,四(Thu),D7-D8,MD170,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
920,DNTD810504B,,醫學類,當代生物醫學課題 Current Topics in Biomedical Science,2.00,通,學期,李紹禎 專長： 生物化學、醣生物學、基因表現調控、分子作用辨識、癌生物學、癌轉移,中文,全,三(Wed),D7-D8,MD170,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 75 外系： 75 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
921,DNTD811679,,醫學類,疾病檢查與診斷 Disease Examination and Diagnosis,2.00,通,學期,莊志光 專長： 臨床醫學檢查與疾病診斷,中文,全,二(Tue),D5-D6,ES306,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 75 外系： 75 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
922,DNTD811680,,醫學類,健康與疾病 Disease and Health 網,2.00,通,學期,王業翰 專長： 病理學、公衛政策與法律、醫療社會學,中文,全,一(Mon),D5-D6,ES306,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
923,DNTD812241,,醫學類,現代醫學與生物技術的發展 Modern Medicine and Development of Biotechnology,2.00,通,學期,林鈺玲 專長： 生物化學,中文,全,四(Thu),D3-D4,MD305,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
924,DNTD812243A,,醫學類,人體的奧秘 The mystery of the human body,2.00,通,學期,王雋之 專長： 血液動力學、心血管生理學,中文,全,一(Mon),D5-D6,MD304,,,,,,,,,否,由王雋之、阮婷、傅斯如三位老師合授。請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 60 外系： 60 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
925,DNTD812243B,,醫學類,人體的奧秘 The mystery of the human body,2.00,通,學期,阮婷 專長： 呼吸生理學、神經生理學、生理學,中文,全,四(Thu),D5-D6,MD304,,,,,,,,,否,由王雋之、阮婷、傅斯如三位老師合授。請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 60 外系： 60 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
926,DNTD812243C,,醫學類,人體的奧秘 The mystery of the human body,2.00,通,學期,傅斯如 專長： 探討內分泌與生殖系統相關之氯離子通道蛋白恆定機制,中文,全,五(Fri),D5-D6,MD170,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 60 外系： 60 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
927,DNTD813245,,醫學類,寄生蟲與人生 Parasite and life,2.00,通,學期,杜文圓 專長： 寄生蟲免疫學、醫學昆蟲學,中文,全,二(Tue),D7-D8,ES308,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
928,DNTD814915,,醫學類,人體探索 Explore Human Body 網,2.00,通,學期,王英洲 專長： 行為神經科學、生理心理學、腦結構功能分析,中文,全,五(Fri),D5-D6,ES817,,,,,,,,,否,非同步遠距課程。已修過實體課程「人體探索」者，不得再修讀本課程。請確定貴系是否排除此課程學群。,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 120 外系： 120 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
929,DNTD831009,,醫學類,人文與醫學探索 Exploration of Humanities and  Medical,2.00,通,學期,張君威 專長： 醫學教育、精神醫學、性別教育、健康促進、衛生教育、自殺防治,中文,全,三(Wed),D7-D8,MD212,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
930,DNTD831010,,醫學類,醫學新知概論 Advanced Medical Knowledge,2.00,通,學期,裴馰 專長： 代謝內分泌科,中文,全,三(Wed),D7-D8,MD213,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
931,DNTD835279,,醫學類,精油化學與芳療保健 Essential oil and aromatherapy,2.00,通,學期,田履黛 專長： 藥理學、毒理學、藥物濫用,中文,全,二(Tue),D7-D8,MD304,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
932,DNTD835280,,醫學類,人體生理學概論 Introduction to Human Physiology,2.00,通,學期,江明璋 專長： 神經科學、細胞分子生物學,中文,全,三(Wed),D3-D4,ES917,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
933,DNTD835590,,醫學類,生命電影院:電影中的疾病與人生 Understanding Diseases through Ten Movies 英-專業 網,2.00,通,學期,闕可欣 專長： 精神科護理、調查研究、介入研究、心理衛生研究、睡眠研究,全英文,全,四(Thu),D7-D8,不需要教室,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 35 外系： 35 屬性： 可退可加 拒退年級： 1                             年級,領域： 自然科技 學群： 醫學類,否,
934,DNTD835591,,醫學類,身體不思議 Amazing Facts of Human Body 英-專業 網,2.00,通,學期,王霈 專長： 細胞生物學及相關技術、分子生物學及相關技術,全英文,全,三(Wed),D7-D8,MD204,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 100 外系： 100 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
935,DNTD836103,,醫學類,人體骨骼肌肉的構造與功能 The Structures and Functions of Human Skeletons and Muscles 網,2.00,通,學期,王霈 專長： 細胞生物學及相關技術、分子生物學及相關技術,中文,全,一(Mon),D5-D6,ES417,,,,,,,,,否,由王霈、王嘉銓二位老師合授。請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 120 外系： 120 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
936,DNTD836942,,醫學類,醫療科技評估 Health Technology Assessment,2.00,通,學期,陳詠宸 專長： 流行病學、生物統計學、實證健康照護、醫療科技評估,中文,全,二(Tue),D1-D2,MD169,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,是,
937,DNTD836943,,醫學類,腦科學探索 Brain Science Explore,2.00,通,學期,鍾敦輝 專長： 解剖學、組織學、細胞生物學,中文,全,四(Thu),D7-D8,MD212,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 醫學類,否,
938,DNTH800142,,民生類,營養與保健 Nutrition and Health,2.00,通,學期,吳文勉 專長： 免疫學、營養與免疫、實驗動物營養學,中文,全,四(Thu),D5-D6,ES317,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 105 外系： 105 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 民生類,否,
939,DNTH800384,,民生類,織品與服飾 Textiles And Fashion,2.00,通,學期,陳貴糖 專長： 大學入門,中文,全,四(Thu),D3-D4,ES306,,,,,,,,,否,原科目名稱:織品服飾工商業導論，已修過者，請勿重複修讀本課程,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 民生類,是,
940,DNTH800800A,,民生類,民生科技導論 Introduction to Human Ecology,2.00,通,學期,駱香妃 專長： 餐飲管理、餐旅服務行銷與管理、餐飲衛生與安全,中文,全,三(Wed),D7-D8,ES406,,,,,,,,,否,由駱香妃、黎世輝二位老師合授。請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 民生類,是,
941,DNTH800800B,,民生類,民生科技導論 Introduction to Human Ecology,2.00,通,學期,黎世輝 專長： 博物館策展理論與規劃、博物館與公共史學、地方博物館、文化政策與理論,中文,全,三(Wed),D7-D8,ES407,,,,,,,,,否,由駱香妃、黎世輝二位老師合授。請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 70 外系： 70 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 民生類,是,
942,DNTI800367,,資訊科技,網路資源應用 Use Of Internet Resources,2.00,通,學期,潘東名 專長： 網路管理、網頁開發技術、資訊安全、雲計算、人工智慧與電腦視覺,中文,全,一(Mon),D3-D4,LE402,,,,,,,,,否,請確定貴系是否排除此課程學群,最低年級： 一年級 最高年級： 四年級 分發優先順序： 4全校高年級學生優先,開放： 50 外系： 50 屬性： 可退可加 拒退年級： 不設定,領域： 自然科技 學群： 資訊科技,否,
